All,Alle
"Reindex required","Genindeksere kræves"
Ready,Klar
Processing,Behandler
"Index Management","Indeks Management"
"Please select indexers.","Vælg indeks."
"Field '%1' not found","Feltet '%1' ikke fundet"
"Some Exception Message","Undtagelses besked"
"Test Phrase","Test sætning"
"Change indexer mode","Ændre indekseringen tilstand"
Indexer,Indekseringen
Mode,Tilstand
"Specified payment method is not available now.","Den valgte betalingsmetode er ikke tilgængelig."
"Shipping Method",Leveringsmetode
Integrations,Integrationer
Activate,Aktivér
"Warning! Integrations not using HTTPS are insecure and potentially expose private or personally identifiable information","Advarsel! Integrationer der ikke bruger HTTPS er usikre og udsætter potentielt privat eller personligt identificerbare oplysninger"
Resources,Ressourcer
"Sorry, something went wrong. Please try again later.","Beklager, noget gik galt. Prøv igen senere."
Invitations,Invitationer
"Add Invitations","Tilføj invitationer"
"New Invitations","Nye Invitationer"
Accepted,Accepteret
Discarded,Kasséret
"Send At",Sendt
Link,Forbind
"Invite your friends by entering their email addresses","Inviter dine venner ved at indtaste deres e-mailadresser"
item,vare
items,varer
"Now Shopping by","Aktive filtre"
"All Users","Alle brugere"
Report,Rapporter
Success,Gennemført
Failure,Fejlede
Archive,Arkivér
Move,Flyt
Reorder,Genbestil
Print,Udskriv
Run,Kør
Clean,Ryd
Flush,Fjern
Fetch,Hent
Create,Opret
"Cart Price Rules","Prisregler for indkøbskurven"
"Newsletter Queue","Nyhedsbrev kø"
"Newsletter Templates",Nyhedsbrevsskabeloner
"Newsletter Subscribers","Nyhedsbrev abonnenter"
"Custom Variables","Tilpassede variabler"
"Tax Rules","Moms regler"
"Tax Rates",Momssatser
Result,Resultat
Partners,Partnere
"Read More","Læs mere"
Synchronize,Synkronisér
Synchronizing...,Synkroniserer...
"Some exception","Nogle undtagelse"
"In Cart","I indkøbskurven"
"Order total will be displayed before you submit the order","Den samlede ordreoversigt vises før afgivelse af ordre"
"You will see the order total before you submit the order.","Du vil se det samlede beløb før du afgiver ordren."
"Default ""What's This"" Text Message","Standard ""Hvad er dette"" tekstbesked"
Wishlist,Ønskeliste
"My Wish Lists","Mine ønskesedler"
"1 item in wish list","1 vare på ønskeliste"
"%1 items in wish list","%1 varer på ønskelisten"
"We can't add the item to shopping cart.","Vi kan ikke tilføje dette produkt til din indkøbskurv."
"We can't add the following product(s) to shopping cart: %1.","Vi kunne ikke tilføje følgende produkt(er) til din indkøbskurv: %1."
"Product(s) %1 have required options. Each product can only be added individually.","Produkt(er) %1 har krævede muligheder. Hvert produkt kan kun tilføjes individuelt."
"%1's Wish List","%1's ønskeliste"
"No items","Ingen varer"
"Add to:","Tilføj til:"
"Copy to Wish List","Kopier til ønskeliste"
"Move Selected to Wish List","Flyt valgte ønske liste"
"Copy Selected to Wish List","Kopier valgte ønske liste"
"Ship to Multiple Addresses","Send til flere adresser"
"Billing Information - %1","Faktureringsoplysninger - %1"
"Review Order - %1","Gennemse ordre - %1"
"Total for this address","Alt på denne adresse"
"Shipping Methods",Leveringsmetoder
"Edit Billing Address","Rediger faktureringsadresse"
"Edit Shipping Address","Rediger leveringsadresse"
"Create Billing Address","Opret faktureringsadresse"
"Create Shipping Address","Opret forsendelsesadresse"
"Data saving problem","Data lagrings problem"
"We cannot open the overview page.","Vi kan ikke åbne oversigtssiden."
"Please agree to all Terms and Conditions before placing the order.","Venligst acceptér alle vilkår og betingelser inden du afgiver ordrer."
"Order place error","Fejl ved ordreafgivelse"
"Select Addresses","Vælg adresser"
"Shipping Information",Leveringsinformation
"Billing Information",Faktureringsoplysninger
"Order Success","Succesfuld afgivelse af ordre"
"Default Shipping","Standard forsendelse"
"Select Address","Vælg adresse"
"Back to Billing Information","Tilbage til faktureringsoplysninger"
"Please select a shipping address for applicable items.","Vælg venligst en leveringsadresse for gældende varer."
"Send To","Send til"
"A shipping selection is not applicable.","Leveringsmetoden er ikke gældende."
"Go to Shipping Information","Gå til leveringsadresse"
"Update Qty &amp; Addresses","Opdater antal &amp; adresser"
"Enter a New Address","Angiv en ny adresse"
"Back to Shopping Cart","Tilbage til indkøbskurv"
"Go to Review Your Order","Gå til gennemgang af ordre"
"Back to Shipping Information","Tilbage til leveringsadresse"
"Other items in your order","Andre varer i din ordre"
"Edit Items","Rediger varer"
"Shipping is not applicable.","Levering er ikke gyldig."
"Check Out with Multiple Addresses","Bestil til flere adresser"
"Shipping To","Levering til
"
"Order Review",Ordreoversigt
"Grand Total:",Ordretotal:
"Submitting order information...","Indsender ordreoplysninger..."
"Ship to:","Leveres til:"
Error:,Fejl:
"Address %1 <span>of %2</span>","Adresse %1 <span>af %2</span>"
"Sorry, no quotes are available for this order right now.","Desværre, ingen produkter er tilgængelige for denne ordre i øjeblikket."
"Continue to Billing Information","Fortsæt til faktureringsoplysninger"
"Back to Select Addresses","Tilbage til vælg adresser"
"We can't complete your order because you don't have a payment method set up.","Vi kan ikke fuldføre bestillingen, fordi du ikke har en betalingsmetode, der er oprettet."
"Review Order","Gennemse ordre"
"Select Shipping Method","Vælg leveringsmetode"
Quotes,Tilbud
Decline,Afvis
"Subtotal (Incl. Tax)","Subtotal (inkl. moms)"
"Subtotal (Excl. Tax)","Subtotal (Ekskl. moms)"
"Shipping & Handling","Levering & håndtering"
Qty:,Antal:
"Qty: ","Antal: "
deleted,slettet
"Cannot save comment:\n%1","Kan ikke gemme kommentar: \n%1"
discount,rabat
Declined,Afvist
Comments,Kommentarer
rate,bedøm
Expires,Udløber
Seller,Sælger
Cost,Pris
(Added),(Tilføjet)
removed,fjernet
Merge,Flet
Created:,Oprettet:
Expires:,Udløber:
"No shipping information available","Ingen tilgængelige leveringsoplysninger"
"Thank you,",Tak
"Quote ","Tilbud "
"Cancel coupon","Annuller rabatkode"
"Go to Checkout","Gå til kassen"
Quote,Tilbud
"No New Relic Application ID configured, cannot continue with Cron Event reporting","Ingen ny Relic ansøgning ID er konfigureret, kan ikke fortsætte med Cron begivenhed rapportering"
"New Relic Reporting Section","Ny Relic rapportering sektion"
"New Relic Reporting","Ny Relic rapportering"
"Enable New Relic Integration","Aktiver ny Relic Integration"
"New Relic API URL","Ny Relic API URL"
"Insights API URL","Indsigter API URL"
"Use %s to replace the account ID in the URL","Brug %s til at erstatte konto-ID i URL-adressen"
"New Relic Account ID","Ny Relic konto-ID"
"""Need a New Relic account? <a href=""http://www.newrelic.com/magento"" target=""_blank"">Click here to get one","""Brug for en ny Relic konto? <a href=""http://www.newrelic.com/magento"" target=""_blank""> Klik her for at få en"
"New Relic Application ID","Ny Relic program-ID"
"This can commonly be found at the end of the URL when viewing the APM after ""/applications/""","Dette kan almindeligvis findes i slutningen af URL-adressen, når du ser APM efter ""/ programmer /"""
"New Relic API Key","Ny Relic API-nøgle"
"This is located by navigating to Events -> Deployments from the New Relic APM website","Det er beliggende ved at navigere til begivenheder-> installationer fra ny Relic APM hjemmeside"
"Insights API Key","Indsigter API-nøgle"
"Generated under Insights in Manage data -> API Keys -> Insert Keys","Fremkommet under indsigt i Administrer data-> API nøgler-> indsætte nøgler"
"New Relic Application Name","Ny Relic programnavn"
"This is located by navigating to Settings from the New Relic APM website","Det er beliggende ved at navigere til indstillinger fra ny Relic APM hjemmeside"
"Enable Cron","Aktivere Cron"
"Delete Selected Problems","Slet de valgte problemer"
"Unsubscribe Selected","Afmeld Valgte"
"Save Newsletter","Gem nyhedsbrev"
"Save and Resume","Gem og fortsæt"
"View Newsletter","Se nyhedsbrev"
"Edit Newsletter","Rediger nyhedsbrev"
"Queue Information",Køoplysninger
"Queue Date Start","Kø dato start"
"Subscribers From","Abonnenter fra"
"Newsletter Styles","Nyhedsbrev stilarter"
"Do you really want to cancel the queue?","Er du sikker på at du vil annullere køen?"
Resume,Genoptag
"Return HTML Version","Returner HTML-Version"
"Save As","Gem som"
"Edit Newsletter Template","Rediger nyhedsbrev template"
"New Newsletter Template","Nyt nyhedsbrev template"
"Queue Newsletter","Sæt nyhedsbrev i kø"
"We unsubscribed the people you identified.","Vi Afmeldte de personer du identificeret."
"The problems you identified have been deleted.","De problemer du identificerede er blevet slettet."
"Newsletter Problems Report","Nyhedsbrevs Problemer Rapport"
"Newsletter Problem Reports","Nyhedsbrevs Problemer Rapport"
"Edit Queue","Rediger kø"
"Please correct the newsletter template and try again.","Ret venligst nyhedsbrevet skabelon, og prøv igen."
Subscribers,Abonnenter
"Please select one or more subscribers.","Vælg venligst en eller flere abonnenter."
"This email address is already subscribed.","Denne e-mailadresse er allerede tilmeldt."
"Thank you for your subscription.","Tak for dit tilmelding."
"You unsubscribed.","Du afmeldte."
"Something went wrong while unsubscribing you.","Noget gik galt med vi afmeldte dig."
Cancelled,Annulleret
" Copy"," Kopier"
"Sign Up for Our Newsletter:","Tilmeld dig vores nyhedsbrev:"
"Enter your email address","Indtast din E-mail adresse"
Subscribe,Tilmeld
"Newsletter subscription confirmation","Nyhedsbrev abonnement bekræftelse"
"Thank you for subscribing to our newsletter.","Tak for din tilmelding til vores nyhedsbrev."
"To begin receiving the newsletter, you must first confirm your subscription by clicking on the following link:","For at begynde at modtage nyhedsbrev, skal du først bekræfte dit abonnement ved at klikke på følgende link:"
"Newsletter subscription success","Nyhedsbrev abonnement succes"
"You have been successfully subscribed to our newsletter.","Du er blevet succesfuldt tilmeldt vores nyhedsbrev."
"Newsletter unsubscription success","Nyhedsbrev opsigelse af abonnement succes"
"You have been unsubscribed from the newsletter.","Du er blevet afmeldt fra nyhedsbrevet."
"Newsletter Template",Nyhedsbrevsskabelon
"Newsletter Section","Nyhedsbrev sektion"
"Subscription Options",Abonnementsmuligheder
"Allow Guest Subscription","Tillad gæst abonnement"
"Need to Confirm","Skal bekræftes"
Subscriber,Abonnent
Processed,Bearbejdet
Unsubscribe,Afmeld
Subscribed,Tilmeldt
Unsubscribed,Afmeldt
Unconfirmed,(Ubekræftet)
"Newsletter Subscriptions","Nyhedsbrev abonnementer"
"Send Check to:","Send check til:"
"Check / Money Order","Check / Bankoverførsel"
"Bank Transfer Payment","Betaling via bankoverførsel"
Instructions,Instruktioner
"Shipping Price",Leveringspris
"Export CSV","Eksporter CSV"
"Store Pickup","Afhentning i butik"
"Weight vs. Destination","Vægt vs. destination"
"Price vs. Destination","Pris vs destination"
"# of Items vs. Destination","# Varer vs leveringssted"
"Weight (and above)","Vægt (og derover)"
"Order Subtotal (and above)","Ordre subtotal (og derover)"
"# of Items (and above)","# af varer (og derover)"
"Per Order","Per ordre"
"Per Item","Per vare"
"Unable to import data","Kan ikke importere data"
"Something went wrong while importing table rates.","Noget gik galt under import af fragtmuligheder."
"We couldn't import this file because of these errors: %1","Vi kunne ikke importere denne fil på grund af disse fejl: %1"
"Requested column ""%1"" cannot be resolved","Ønskede kolonne ""%1"" kan ikke løses"
"Column ""%1"" not found","Kolonnen ""%1"" blev ikke fundet"
"Please correct %1 ""%2"" in the Row #%3.","Ret venligst %1 ""%2"" i rækken #%3."
"Duplicate Row #%1 (duplicates row #%2)","Dupliker række #%1 (dubletter række #%2)"
"For matching items only","Kun for tilsvarende varer"
"For shipment with matching items","For levering med matchende varer"
"Flat Rate",Porto
"Method Name",Metodenavn
"Table Rates",Fragtmand
"Include Virtual Products in Price Calculation","Omfat virtuelle produkter i prisberegningen"
"Free Shipping","Fri fragt"
"Minimum Order Amount","Minimum ordre mængde"
"All Allowed Countries","Alle tilladte lande"
"Specific Countries","Bestemte lande"
"The payment method you requested is not available.","Den valgte betalingsmetode er ikke tilgængelig."
"The credit card number doesn't match the credit card type.","Kreditkortnummeret matcher ikke kreditkorttypen."
"Invalid Credit Card Number","Invalid kreditkort nummer"
"Please enter a valid credit card verification number.","Angiv et gyldigt kreditkort verifikation tal."
"We'll ask for your payment details before you place an order.","Vi vil bede om dine betalingsoplysninger, før du afgiver en ordre."
"Please enter a valid credit card number.","Indtast et gyldigt kreditkortnummer."
"Incorrect credit card expiration month.","Forkert kreditkort udløbsmåned."
"Incorrect credit card expiration year.","Forkert kreditkort udløbsår."
"Payment Methods Section",Betalingsmetoder
"Billing Agreements",Faktureringsaftaler
"Billing Agreement #%1","Faktureringsaftale #%1"
"Related Orders","Relaterede ordrer"
"Billing Agreement View",Faktureringsaftaler
"Transaction Information",Transaktionsoplysninger
"PayPal Fee Information","PayPal gebyr oplysninger"
Help,Hjælp
"View Demo","Se Demo"
"See terms","Se vilkårene"
"You will be redirected to the PayPal website.","Du vil blive omdirigeret til PayPal webstedet."
Shortcut,Genvej
"Payer ID","Betaler ID"
Complaint,Klage
Dispute,Uenighed
"No match","Ingen match"
"Note: %1","Bemærk: %1"
Funding,Finansiering
Incentive,Tilskyndelse
Reversal,Tilbageførsel
Void,Ugyldig
"No Logo","Ingen Logo"
"Billing Agreement",Faktureringsaftale
here,her
" to learn more."," for at få mere at vide."
"Billing Agreement # ","Faktureringsaftale # "
Updated:,Opdateret:
"Ship To","Leveres til"
"There are no billing agreements yet.","Der er endnu ikke oprettet faktureringsaftale."
Create...,Opret...
"Your credit card will be charged for","Dit kreditkort vil blive opkrævet for"
"Please select a shipping method...","Vælg en leveringsmetode..."
"Items in Your Shopping Cart","Varer i din indkøbskurv"
"Edit Shopping Cart","Rediger indkøbskurv"
"-- Please Select Billing Agreement--","-- Vælg en faktureringsaftale --"
"Sorry, something went wrong.","Beklager, noget gik galt."
Manage,Administrer
"Other Payment Methods:","Andre betalingsmetoder:"
"Don't have a PayPal account? Simply enter your email address.","Har du ikke en PayPal konto? Indtast din e-mail adresse."
"Home Page",Startside
Display,Vis
Vendor,Forhandler
"Use Proxy","Brug Proxy"
"Your shopping cart has been updated with new prices.","Din indkøbsvogn er blevet opdateret med nye priser."
"Remember Me","Husk mig"
"Check &quot;Remember Me&quot; to access your shopping cart on this computer even if you are not signed in.","Vælg &quot;Husk mig&quot; for at få adgang til din indkøbskurv på denne computer, selvom du ikke er logget på."
"Check 'Remember Me' to access your shopping cart on this computer even if you are not signed in.","Vælg 'Husk mig' for at få adgang til din indkøbskurv på denne computer, selvom du ikke er logget på."
"Welcome, %1!","Velkommen, %1!"
"Not you?","Ikke dig?"
"Enable ""Remember Me""","Aktivere ""Husk mig"""
"""Remember Me"" Default Value","""Husk mig"" Standard værdi"
"Edit Product Price","Rediger Produktpris"
"There are not enough parameters.","Der er ikke nok parametre."
Price:,Pris:
Url,URL
"YouTube and Vimeo supported.","YouTube og Vimeo support."
"Add Video","Tilføj video"
"Delete video","Slet video"
Title:,Titel:
Uploaded:,Uploadet:
Duration:,Varighed:
"Video Error",Videofejl
"Unknown video type","Ukendt video type"
"Invalid video url","Ugyldig video url"
"Youtube API key is invalid","YouTube API-nøgle er ugyldig"
"Video cant be shown due to the following reason: ","Videoen kan ikke vises på grund af følgende årsag: "
"New Video","Ny video"
"Edit Video","Rediger Video"
"Images and Videos","Billeder og videoer"
"Product Video","Produkt Video"
"YouTube API Key","YouTube API-nøgle"
"Images And Videos","Billeder og videoer"
"Edit Catalog Price Rules","Rediger katalog prisregler"
"Edit Cart Price Rules","Rediger prisregler for Indkøbskurv"
"Enter SKU or Product Name","Indtast varenummer eller produktnavn"
"Product that you are trying to add is not available.","Produktet du prøver at tilføje er ikke tilgængeligt."
"Shipping & Handling (%1)","Levering & håndtering (%1)"
"Minimum order amount is %1","Minimum ordre mængde er %1"
"This item price or quantity is not valid for checkout.","Denne vareprisen eller mængden er ikke gyldig."
Carts,Indkøbskurve
"Run Now","Kør nu"
"Edit Rule '%1'","Rediger Regel '%1'"
Coupon,Rabatkode
"Coupon Use Limit","Rabatkode begrænsning"
"Cart Price Rule","Indkøbskurv pris regel"
Hourly,"Hver time"
weight,vægt
quantity,antal
"Coupon Code",Kuponkode
"not from","ikke fra"
Sharing,Deling
is,er
"is not","er ikke"
text,tekst
"New Accounts","Nye konti"
Period,Periode
"Show Reviews","Vis anmeldelser"
Detail,Detalje
"Order Quantity",Ordrestørrelse
"Total Refunded","Refunderet i alt"
Profit,Overskud
Paid,Betalt
Carrier/Method,Distributør/type
"Tax Amount",Momsbeløb
"Applied Coupon","Rabatkode anvendt"
"Products in carts","Produkter i indkøbskurven"
Review,Anmeldelse
Reviews,Anmeldelser
"Product Reviews",Produktanmeldelser
Coupons,Rabatkoder
"Products in Carts","Produkter i indkøbskurven"
"Show By","Vis efter"
"Products in Cart","Produkter i indkøbskurven"
"Abandoned Cart","Forladte indkøbskurve"
"Search Terms",Søgeord
Refunds,Refunderinger
"Cannot specify product.","Kan ikke angive produkt."
Exception,Undtagelse
"Could not save","Kunne ikke gemme"
Rename,Omdøb
"Edit item","Rediger vare"
Copy,Kopier
Ok,Okay
"Save Review","Gem anmeldelse"
"New Review","Ny anmeldelse"
"Review Details","Gennemgå detaljer"
Visibility,Synlighed
Nickname,Brugernavn
Author,Forfatter
"All Reviews","Alle anmeldelser"
"You saved the review.","Du gemte din anmeldelse."
"You deleted the rating.","Du slettede din bedømmelse."
Ratings,Bedømmelser
"You saved the rating.","Du gemte din bedømmelse."
"My Product Reviews","Mine produktanmeldelser"
Approved,Godkendt
Rating,Bedømmelse
"You have submitted no reviews.","Du har ikke anmeldt et produkt."
"View All","Vis alle"
"Your Review","Din anmeldelse"
"Back to My Reviews","Tilbage til mine anmeldelser"
"Be the first to review this product","Vær den første til at anmelde dette produkt"
"Write Your Own Review","Skriv din egen anmeldelse"
"You're reviewing:","Du anmelder:"
"Your Rating","Din bedømmelse"
"Submit Review","Indsend anmeldelse"
"Add Your Review","Tilføj din anmeldelse"
"Review by","Anmeldelse af"
"Back to Product Reviews","Tilbage til Produktanmeldelser"
"Allow Guests to Write Reviews","Tillad gæster at skrive anmeldelser"
"Reward Points History","Bonus-point historik"
"No Data","Ingen Data"
"Signed up for newsletter with email %1","Tilmeldt nyhedsbrev med e-mail %1"
Each,Hver
First,Først
Points,Point
Purchase,Køb
Return,Tilbage
Returns,Returvarer
"Select Items","Vælg emner"
"Grand Total (Base)","Total (Grundlag)"
"Submit Comment","Indsend kommentar"
"Custom Value","Brugerdefineret værdi"
"Print Shipping Label","Udskriv pakkelabel"
"Show Packages","Vis pakker"
Returned,Returneret
Split,Opdel
"Please specify a carrier.","Angiv en distributør."
"Please enter a tracking number.","Angiv et trackingnummer."
"Products should be added to package(s)","Produkter skal føjes til pakke(r)"
"Tracking Information","Tracking information"
"Order # ","Ordre # "
"Authorized Qty","Gondkendt antal"
"Approved Qty","Godkendte antal"
Denied,Afvist
"No detail for number ""%1""","Ingen detaljer for nummeret ""%1"""
"Comment Text",Kommentartekst
"Customer Service",Kundeservice
"Customs Value","Brugerdefineret værdi"
"Qty Ordered","Antal bestilte"
Carrier,Transportør
Number,Nummer
"Create Shipping Label","Opret en pakkelabel"
"Return #","Tilbage #"
Packages,Pakker
Package,Pakke
Length,Længde
"Total Weight","Samlet vægt"
"Items in the Package","Varer i pakken"
"Shipping and Tracking Information","Leverings- og tracking information "
"Track this shipment","Track denne leverance"
Answers,Svar
"Create Packages","Opret pakker"
"Add Package","Tilføj pakke"
"Get Feed","Få Feed"
by,af
ALL,ALLE
ANY,ENHVER
TRUE,SANDT
FALSE,FALSK
"Credit Memos",Kreditnotaer
Invoices,Fakturaer
"Create New Order","Opret ny ordre"
"Save Order Address","Gem ordre adresse"
"Edit Order %1 %2 Address","Rediger ordre %1 %2 adresse"
"Order Address Information","Ordre adresseoplysninger"
"Please correct the parent block for this block.","Ret venligst den overordnede blok for denne blok."
"Submit Order","Indsend ordre"
"Are you sure you want to cancel this order?","Er du sikker du vil annullere denne ordre?"
"Order Comment","Kommentarer til ordren"
"Please select a customer","Vælg venligst en kunde"
"Edit Order #%1","Rediger ordre #%1"
"Create New Order for %1 in %2","Oprette nye ordre til %1 i %2"
"Create New Order in %1","Opret ny ordre i %1"
"Create New Order for %1","Opret nye ordre for %1 i"
"Create New Order for New Customer","Opret ny ordre til ny kunde"
"Items Ordered","Varer bestilt"
"This product is disabled.","Dette produkt er deaktiveret."
"Buy %1 for price %2","Køb %1 for %2 pris"
"Item ordered qty","Antal varer bestilt"
"%1 with %2 discount each","Køb %1 med %2 rabat på hver"
"* - Enter custom price including tax","Specialpris inkl. moms"
"* - Enter custom price excluding tax","Specialpris ekskl. moms"
"This product does not have any configurable options","Dette produkt har ikke nogen konfigurerbare indstillinger"
"Please select products","Vælg venligst produkter"
"Add Selected Product(s) to Order","Tilføj valgte produkt(er) til ordre"
"Update Changes","Opdater ændringer"
"Are you sure you want to delete all items from shopping cart?","Er du sikker på du vil slette din indkøbskurv?"
"Products in Comparison List","Produkter i sammenligningsliste"
"Last Ordered Items","Sidst bestilte varer"
"Please select a store","Vælg en butik"
"Order Totals",Ordretotaler
"Shipping Incl. Tax (%1)","Levering inkl. moms (%1)"
"Shipping Excl. Tax (%1)","Levering ekskl. moms (%1)"
"New Credit Memo for Invoice #%1","Ny kreditnota for faktura #%1"
"New Credit Memo for Order #%1","Ny kreditnota for ordre #%1"
"Refund Shipping (Incl. Tax)","Refundering af forsendelse (inkl. moms)"
"Refund Shipping (Excl. Tax)","Refundering af forsendelse (ekskl. moms)"
"Refund Shipping","Refunder leveringsomkostninger"
Refund,Refundering
"Refund Offline","Refunder Offline"
"Paid Amount","Betalt beløb"
"Refund Amount",Refusionsbeløbet
"Shipping Amount","Fragt beløb"
"Shipping Refund",Fragtrefundering
"Order Grand Total",Ordretotal
"Adjustment Refund","Refundering af justering"
"Adjustment Fee","Justerings gebyr"
"Send Email","Send e-mail"
"Are you sure you want to send a credit memo email to customer?","Er du sikker på du vil sende en kredit memo e-mail til kunden?"
"The credit memo email was sent.","Kreditnotaen er allerede sent."
"Credit Memo #%1 | %3 | %2 (%4)","Kreditnota #%1 | %3 | %2 (%4)"
"Total Refund","Refunderet i alt"
"New Invoice and Shipment for Order #%1","Ny faktura og følgeseddel for ordre #%1"
"New Invoice for Order #%1","Ny faktura for ordre #%1"
"Submit Invoice and Shipment","Send faktura og forsendelse"
"Submit Invoice","Send faktura"
"Are you sure you want to send an invoice email to customer?","Er du sikker på du vil sende en faktura til kunden?"
"Credit Memo",Kreditnota
Capture,Indfang
"The invoice email was sent.","Faktura er afsendt."
"Invoice #%1 | %2 | %4 (%3)","Faktura #%1 | %2 | %4 (%3)"
"Invalid parent block for this block","Ugyldig overordnet blok for denne blok"
"Order Statuses",Ordrestatus
"Create New Status","Opret ny status"
"Assign Status to State","Tildel status"
"Save Status Assignment","Gem ny status"
"Assign Order Status to State","Angiv ordrestatus"
"Assignment Information","Tilføj oplysninger"
"Order State",Ordrestatus
"Use Order Status As Default","Bruge ordrestatus som standard"
"Visible On Storefront","Synlig i frontend"
"Edit Order Status","Redigere ordrestatus"
"Save Status","Gem status"
"Order Status Information","Info på ordrestatus"
"Status Code",Statuskode
"Status Label","Status etiket"
"Store View Specific Labels","Butiksspecifikke etiketter"
"Total Paid","Betalt i alt"
"Are you sure you want to send an order email to customer?","Er du sikker på at du vil sende en ordrebekræftelse til kunden?"
"This will create an offline refund. To create an online refund, open an invoice and create credit memo for it. Do you want to continue?","Dette vil oprette en offline refundering. For at oprette en refundering online, så åben faktura og kreditnota. Ønsker du at fortsætte?"
"Are you sure you want to void the payment?","Er du sikker på at du vil annullere betalingen?"
Hold,Tilbagehold
hold,tilbagehold
Unhold,"Fjern tilbageholdelse"
unhold,frigiv
"Are you sure you want to accept this payment?","Vil du acceptere denne betaling?"
"Accept Payment","Accepter betaling"
"Are you sure you want to deny this payment?","Vil du afvise denne betaling?"
"Deny Payment","Afvis betaling"
"Get Payment Update","Få betalingsopdatering"
"Invoice and Ship","Faktura og forsendelse"
Ship,Levering
"Order # %1 %2 | %3","Ordre # %1 %2 | %3"
"This order contains (%1) items and therefore cannot be edited through the admin interface. If you wish to continue editing, the (%2) items will be removed,  the order will be canceled and a new order will be placed.","Denne ordre indholder (%1) varer og kan derfor ikke blive redigeret I backend. Hvis du fortsat ønsker at redigere ordren, så vil (%2) varer blive fjernet, ordren annulleres og en ny ordre oprettes."
"Are you sure? This order will be canceled and a new one will be created instead.","Er du sikker? Denne ordre annulleres, og en ny vil blive oprettet i stedet."
"Save Gift Message","Gem gave besked"
"Order Credit Memos",Kreditnotaer
"Credit memo #%1 created","Kredit memo #%1 oprettet"
"Credit memo #%1 comment added","Kredit memo #%1 Kommentar tilføjet"
"Shipment #%1 created","Forsendelse #%1 oprettet"
"Shipment #%1 comment added","Forsendelse #%1 Kommentar tilføjet"
"Invoice #%1 created","Faktura #%1 oprettet"
"Invoice #%1 comment added","Faktura #%1 Kommentar tilføjet"
"Tracking number %1 for %2 assigned","Tracking nummer %1 for %2 tildelt"
"Comments History","Kommentar oversigt"
"Order History",Ordreoversigten
"Order Information",Ordreoplysninger
"Order Invoices",Faktura
Shipments,Leveringer
"Order Shipments",Ordreleverancer
Transactions,Transaktioner
"Order View","Ordre oversigt"
"Applies to Any of the Specified Order Statuses except canceled orders","Gælder for en hvilken som helst af de angivne statuser med undtagelse af annullerede ordrer"
"Show Actual Values","Vis faktiske værdier"
"New Order RSS","Ny ordre RSS"
"Discount (%1)","Rabat (%1)"
"Transaction # %1 | %2","Transaktion # %1 | %2"
Value,Værdi
"We found an invalid entity model.","Vi fandt en ugyldig objektmodel."
"Back to My Orders","Tilbage til mine ordrer"
"View Another Order","Se en anden rækkefølge"
"About Your Refund","Om din tilbagebetaling"
"Subscribe to Order Status","Abonner på ordrestatus"
"About Your Invoice","Om din faktura"
"Print Order # %1","Udskrive ordre # %1"
"Grand Total to be Charged",Faktureringstotal
Unassign,"Fjern tildeling"
"You sent the message.","Du sendte meddelelsen."
"Invoice capturing error","Faktura genereringsfejl"
"This order no longer exists.","Ordren er slettet."
"We cannot add order history.","Vi kan ikke tilføje ordrehistorik."
"You updated the order address.","Du opdaterede bestillingsadressen."
"You have not canceled the item.","Du kan ikke annullere varen."
"You canceled the order.","Du annullerede ordren."
"""%1"" coupon code was not applied. Do not apply discount is selected for item(s)","""%1"" rabatkode blev ikke anvendt. Tildel ikke rabat for valgte vare(r)"
"The coupon code has been accepted.","Rabatkode er godkendt."
"New Order","Ny ordre"
"Cannot add new comment.","Kan ikke tilføje ny kommentar."
"The credit memo has been canceled.","Kreditnotaen er blevet annulleret."
"Credit memo has not been canceled.","Kreditnotaen blev ikke annulleret."
"New Memo for #%1","Nyt notat til #%1"
"New Memo","Nyt Memo"
"You created the credit memo.","Du har oprettet en kreditnota."
"View Memo for #%1","Se notat til #%1"
"View Memo","Se notat"
"You voided the credit memo.","Du annullerede kreditnotaen."
"The order no longer exists.","Rækkefølgen findes ikke længere."
"Edit Order","Rediger ordre"
"You sent the order email.","Du har sendt ordre e-mailen."
"You have not put the order on hold.","Du har sat ordren på pause."
"You put the order on hold.","Sæt ordren på pause."
"You canceled the invoice.","Du annullerede fakturaen."
"Invoice canceling error","Faktura annulleringsfejl"
"The invoice has been captured.","Fakturaen er oprettet."
"The order does not allow an invoice to be created.","Ordren tillader ikke at en faktura oprettes."
"New Invoice","Ny faktura"
"You created the invoice and shipment.","Du har oprettet faktura og forsendelse."
"The invoice has been created.","Fakturaen er oprettet."
"Cannot update item quantity.","Kan ikke opdatere vareantallet."
"The invoice has been voided.","Fakturaen er blevet annulleret."
"Invoice voiding error","Faktura annulleringsfejl"
"%1 order(s) cannot be canceled.","%1 ordre(r) kan ikke annulleres."
"You cannot cancel the order(s).","Du kan ikke annullere ordre(ne)."
"We canceled %1 order(s).","Vi annullerede %1 ordre(r)."
"%1 order(s) were not put on hold.","%1 ordre(r) blev ikke sat på pause."
"No order(s) were put on hold.","Ingen ordre(r) blev sat på pause."
"You have put %1 order(s) on hold.","Du har sat %1 ordre(r) på pause."
"%1 order(s) were not released from on hold status.","%1 ordre(r) blev ikke frigivet fra pause-status."
"No order(s) were released from on hold status.","Ingen ordre(r) blev frigivet fra pause-status."
